ExpName, AlgoName, Timeout, ErrorEstimate, BestAlgo, BestParams
yeast,autoweka,240,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,301,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,361,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,421,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,481,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,540,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,601,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,661,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,721,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,781,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,841,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,901,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,961,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,1021,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,1081,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,1141,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,1201,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,1261,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,1321,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,1381,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,1441,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,1501,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,1561,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,1621,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,1680,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,1741,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,1801,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,1861,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,1921,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,1981,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,2041,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,2101,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,2161,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,2221,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,2281,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,2341,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,2401,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,2461,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,2521,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,2581,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,2641,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,2701,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,2761,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,2820,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,2881,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,2941,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,3001,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,3061,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,3121,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
yeast,autoweka,3180,34.134617,weka.classifiers.functions.MultilayerPerceptron,-L 0.12559285985534221 -M 0.5193284244689382 -H i -R -S 1
